index,label,text
6760,allergy,"I skin is red and scratchy . These can occasionally flake . My cheeks and lips swell , which is really runny . My occasionally have headaches and annoying eyes because to the puffing ."
6761,allergy,"headaches get wheezing breathing and difficulties , which are asthma symptoms . I frequently have I and fever . I 'm continuously exhausted ."
6762,Impetigo,"I 'm running a senior high temperature . Near my nose , red sores are forming . The lesions are unspeakable , and yellow rust-colored fluid is oozing from them ."
6763,Fungal infection,"I have raised lumps , a rash that looks red of inflamed , discoloured areas on skin that are different colours from the rest of my skin , and itching and my skin ."
6764,Bronchial Asthma,"Doctor Due to a high fever , I have n't been able to breathe via or nose my mouth for a few days and feelinf too tired . . recommend some medications for me Please"
6765,Typhoid,"I am experiencing a lot of belly pain and constipation , I has been really annoying . Sometimes , which feel a strong urge , vomit , and because of all of these to I am feeling very weak ."
6766,Dimorphic Hemorrhoids,"I 've been having a lot of problems using the restroom recently . It 's been excruciatingly uncomfortable , and I 've been feeling agony inward my anus . My stool has been bloody as easily , and my anus has been really inflamed ."
6767,Cervical spondylosis,"Back discomfort, a breathing difficulty, and weakness in my limbs have been hurting me. I have issues with vertigo and losing my balance, and my neck hurts."
6768,Varicose Veins,The veins on my very are calves prominent and are causing me a lot of skin . They are swollen and protrude from my discomforts .
6769,Hypertension,"My balance has been off , and I have a headache , chest anguish , and dizziness . I 've also observed that information technology 's hard for me to concentrate ."
6770,peptic ulcer disease,I have difficultness swallow up food and often get a sensation of the food getting stuck in my throat . I have constant belching and bloating . There is a persitent sour taste in my mouth
6771,urinary tract infection,My pee smells strongly and is cloudy in I had high temperatures and regular urge to urinate night these symptoms first .
6772,Fungal infection,"I 've had a pretty uncomfortable itch all over my body it as well as red and bumpy areas . my skin on There are also certain patches of my epidermis with a distinct shade than the rest of , , and I 've had some pimples that resemble little balls ."
6773,Dengue,"I muscle been experiencing muscle pain and headache . The have pain feels like a constant ache the is worse when I try to use and affected muscles . There are small red spots developing on my face , neck and arms ."
6774,urinary tract infection,"My pee frequently has an odd smell and is either red or black , or both . The frequent changes in my trunk temperature ordinarily keep me awake at night ."
6775,Varicose Veins,The blood vessels on my peg are quite visible and give me a lot of pain . They 're large and protrude from my skin . It is unusual and I am disturbed about it .
6776,Arthritis,"My muscles have been quite weak has and my neck has been really stiff walk My joints have swollen , making it difficult for me to . about without becoming stiff . Walking , also been excruciatingly uncomfortable ."
6777,Impetigo,"I believe I have some skin disease . There are rashes on my face and pocket-sized sores near my nose . The sores have become cherry , and painful and some kind of a yellow ooze discharges from them ."
6778,Varicose Veins,The veins on my legs are very noticeable and campaign me discomfort . It seems like there make up a major bruise and I get cramps when I run .
6779,urinary tract infection,"urine is frequently black , , and has a really strange odour . I have been experiencing temperature changes very regularly , which usually me from sleeping at ."
6780,Jaundice,I 've been itchy and throwing up . I 've lost skin and am a really exhausted . My weight has become yellow and I have also severe temperature . My stomach has also been hurting .
6781,Hypertension,"I have been struggling with a headache that feels like tight band around my head , along with pain and dizziness ."
6782,Malaria,"I've had intense itching all over my body, accompanied by chills and vomiting. My fever is really high and I've been sweating excessively. I also have a headache and feel nauseous. My muscles are really painful."
6783,Typhoid,"The fatigue been really , and I had a lot of difficulties doing my usual 've also been feeling really depressed and irritable . There is mild pain in the abdominal part too ."
6784,Chicken pox,"I have a high fever and red spots and rashes body over my all . I feel exhausted and which completely lost my appetite , have has made me weak and lethargic . I am really worried ."
6785,Hypertension,"Along with chest pain , dizziness and , a headache that feels like a narrow . around my head , I have been having a lot of trouble zone"
6786,Psoriasis,"My have small dents on them . my have started to pain . There is a silver like dusting on , particularly in my back ."
6787,Psoriasis,"My skin has been peeling , especially on my knees , elbows and scalp . This peeling often accompanied by a burning or sensation ."
6788,Cervical spondylosis,"I've been having periodic coughing fits, terrible back pain, and limb weakness. I've been feeling neck pain as well as a dizzy and unstable sensation."
6789,Hypertension,"Along with a chest pain and dizziness , I 've give a worry that seems like a sharp pain in my forehead ."
6790,Malaria,"I 've had intense itching , chills , vomiting , and a high fever . I 'm likewise sweating excessively and have ampere headache . Nausea and muscle pain have also been bothering me ."
6791,Varicose Veins,"The veins on my calves have become very prominent and causing discomfort . I Calif. n't stand for long periods of time , as information technology causes pain in my legs , similar to cramps ."
6792,Dimorphic Hemorrhoids,"itchy and bowel movement discomfort have been very common for me lately . The region surrounding my anus and stool both ache a lot . My anus is really Constipation , and my I has been bloody ."
6793,allergy,"skin have a sore I and a lot of sneezing . There are times when the throat around my eyes and my lips swell . I find that once I start , I just can not stop ."
